	CURIE	counts
502	NCBITAXON:1030843	19
503	NCBITAXON:1031	1
504	NCBITAXON:10310	54
505	NCBITAXON:10312	1
506	NCBITAXON:10313	5
507	NCBITAXON:1031332	1
508	NCBITAXON:1031541	1
509	NCBITAXON:1031542	1
510	NCBITAXON:1031567	1
511	NCBITAXON:1031715	1
512	NCBITAXON:1031919	1
513	NCBITAXON:1032	1
514	NCBITAXON:10320	9
515	NCBITAXON:103216	1
516	NCBITAXON:1032238	1
517	NCBITAXON:1032240	2
518	NCBITAXON:1032241	1
519	NCBITAXON:103232	1
520	NCBITAXON:1032473	1
521	NCBITAXON:1032474	1
522	NCBITAXON:1032480	1
523	NCBITAXON:10325	1
524	NCBITAXON:10326	12
525	NCBITAXON:1032661	1
526	NCBITAXON:1032817	1
527	NCBITAXON:1032845	2
528	NCBITAXON:1032851	1
529	NCBITAXON:1032995	1
530	NCBITAXON:1032998	1
531	NCBITAXON:1033	2
532	NCBITAXON:1033008	1
533	NCBITAXON:10331	3
534	NCBITAXON:1033177	2
535	NCBITAXON:1033252	2
536	NCBITAXON:1033256	3
537	NCBITAXON:1033263	1
538	NCBITAXON:10334	4
539	NCBITAXON:10335	59
540	NCBITAXON:1033737	1
541	NCBITAXON:1033743	1
542	NCBITAXON:1033802	2
543	NCBITAXON:1033813	1
544	NCBITAXON:1033846	23
545	NCBITAXON:103385	2
546	NCBITAXON:1033854	1
547	NCBITAXON:1033922	1
548	NCBITAXON:1033975	1
549	NCBITAXON:1033994	1
550	NCBITAXON:1034	1
551	NCBITAXON:1034015	8
552	NCBITAXON:1034073	1
553	NCBITAXON:103428	1
554	NCBITAXON:1034302	1
555	NCBITAXON:1034346	1
556	NCBITAXON:1034347	1
557	NCBITAXON:1034354	1
558	NCBITAXON:1034471	1
559	NCBITAXON:1034479	1
560	NCBITAXON:103449	6
561	NCBITAXON:10345	55
562	NCBITAXON:1034652	1
563	NCBITAXON:1034768	1
564	NCBITAXON:1034769	1
565	NCBITAXON:1034836	3
566	NCBITAXON:1034858	1
567	NCBITAXON:1034889	1
568	NCBITAXON:1034937	2
569	NCBITAXON:1034943	2
570	NCBITAXON:1034972	1
571	NCBITAXON:1035	1
572	NCBITAXON:1035038	1
573	NCBITAXON:1035116	1
574	NCBITAXON:1035121	2
575	NCBITAXON:1035138	2
576	NCBITAXON:1035139	1
577	NCBITAXON:1035190	1
578	NCBITAXON:1035194	1
579	NCBITAXON:1035196	1
580	NCBITAXON:1035271	1
581	NCBITAXON:10353	1
582	NCBITAXON:1035377	1
583	NCBITAXON:10355	1
584	NCBITAXON:1035515	1
585	NCBITAXON:1035538	1
586	NCBITAXON:10357	2
587	NCBITAXON:10358	79
588	NCBITAXON:1035824	1
589	NCBITAXON:10359	150
590	NCBITAXON:10360	2
591	NCBITAXON:1036171	4
592	NCBITAXON:1036177	1
593	NCBITAXON:1036179	1
594	NCBITAXON:1036180	1
595	NCBITAXON:1036181	1
