	CURIE	counts
1088	MONDO0011087	1
1089	MONDO0011091	1
1090	MONDO0011223	17
1091	MONDO0011292	22
1092	MONDO0011405	38
1093	MONDO0011412	2
1094	MONDO0011459	1
1095	MONDO0011528	3
1096	MONDO0011612	1
1097	MONDO0011719	73
1098	MONDO0011895	1
1099	MONDO0011908	31
1100	MONDO0011925	3
1101	MONDO0011962	403
1102	MONDO0012064	2
1103	MONDO0012348	1
1104	MONDO0012435	1
1105	MONDO0012481	1
1106	MONDO0012511	8
1107	MONDO0012516	2
1108	MONDO0012774	1
1109	MONDO0012825	5
1110	MONDO0012982	1
1111	MONDO0013024	5
1112	MONDO0013252	4
1113	MONDO0013282	14
1114	MONDO0013304	2
1115	MONDO0013355	1
1116	MONDO0013357	2
1117	MONDO0013607	2
1118	MONDO0013680	1
1119	MONDO0013853	1
1120	MONDO0014054	1
1121	MONDO0014181	1
1122	MONDO0014213	1
1123	MONDO0014306	2
1124	MONDO0014405	8
1125	MONDO0014435	1
1126	MONDO0014527	2
1127	MONDO0014533	1
1128	MONDO0015075	1
1129	MONDO0015144	1
1130	MONDO0015277	12
1131	MONDO0015299	6
1132	MONDO0015364	4
1133	MONDO0015474	1
1134	MONDO0015517	102
1135	MONDO0015531	1
1136	MONDO0015597	1
1137	MONDO0015636	1
1138	MONDO0015687	1
1139	MONDO0015758	1
1140	MONDO0015759	255
1141	MONDO0015762	6
1142	MONDO0015796	382
1143	MONDO0015804	3
1144	MONDO0015808	1
1145	MONDO0015924	444
1146	MONDO0015998	1
1147	MONDO0016003	14
1148	MONDO0016098	1
1149	MONDO0016175	1
1150	MONDO0016241	3
1151	MONDO0016262	1
1152	MONDO0016356	1
1153	MONDO0016358	1
1154	MONDO0016532	20
1155	MONDO0016533	1
1156	MONDO0016567	2
1157	MONDO0016575	2
1158	MONDO0016642	228
1159	MONDO0016686	3
1160	MONDO0016691	19
1161	MONDO0016693	1
1162	MONDO0016698	142
1163	MONDO0017287	6
1164	MONDO0017570	1
1165	MONDO0017590	1
1166	MONDO0017604	2
1167	MONDO0017816	1
1168	MONDO0017884	26
1169	MONDO0017885	16
1170	MONDO0017941	141
1171	MONDO0017990	3
1172	MONDO0018059	25
1173	MONDO0018068	10
1174	MONDO0018071	10
1175	MONDO0018078	5
1176	MONDO0018150	12
1177	MONDO0018158	5
1178	MONDO0018166	1
1179	MONDO0018177	3775
1180	MONDO0018307	7
1181	MONDO0018364	1
1182	MONDO0018542	9
1183	MONDO0018556	2
1184	MONDO0018660	147
1185	MONDO0018666	139
1186	MONDO0018687	3
1187	MONDO0018695	198
1188	MONDO0018772	1
1189	MONDO0018805	7
1190	MONDO0018835	1
1191	MONDO0018852	3
1192	MONDO0018882	409
1193	MONDO0018901	3
1194	MONDO0018905	224
1195	MONDO0018906	2
1196	MONDO0018908	354
1197	MONDO0018911	5
1198	MONDO0018923	16
1199	MONDO0018926	6
1200	MONDO0018975	2
1201	MONDO0018979	3
1202	MONDO0019003	4
1203	MONDO0019004	22
1204	MONDO0019015	3
1205	MONDO0019086	3
1206	MONDO0019087	530
1207	MONDO0019088	1
1208	MONDO0019091	192
1209	MONDO0019125	2
1210	MONDO0019134	1
1211	MONDO0019154	5
1212	MONDO0019170	2
1213	MONDO0019202	6
1214	MONDO0019209	51
1215	MONDO0019324	5
1216	MONDO0019340	166
1217	MONDO0019359	18
1218	MONDO0019365	18
1219	MONDO0019376	4
1220	MONDO0019451	3
1221	MONDO0019469	2
1222	MONDO0019516	1
1223	MONDO0019542	1
1224	MONDO0019562	13
1225	MONDO0019570	4
1226	MONDO0019622	1
1227	MONDO0019623	34
1228	MONDO0019633	12
1229	MONDO0019719	18
1230	MONDO0019773	8
1231	MONDO0019933	73
1232	MONDO0019975	1
